Emotion,Text
0," What did you put in that punch ? It tasted great , but was quite strong . "
0, That ’ s my little secret . Did you like the snacks that I prepared ? 
0," Very much . The birthday cake was delicious , wasn ’ t it ? Emily told me that she and karen made it themselves . "
0," That cake tasted so good ! It disappeared within minutes , so I think everyone liked it a lot . How ’ s that stain ? "
0, All cleaned up . Are you ready to start on the washing up ? 
0,"Mom , this is your third bowl of rice ! "
0, I know but I have no choice . My stomach just keeps crying for more and more . 
0, Why ? I never saw you eat so much before . 
0, I've been going to the gym these days . The exercise makes me hungry all the time . 
0, So your stomach is the one that actually gets a lot of work-out . 
0, Don't pull my leg . 
0, This way you'll probably put on more weight . Will you give up ? 
0, Surely not . I can feel the results . I'm starting to feel different now . 
0, Then how are you gonna deal with the problem of getting extra weight ? 
0, I'm planning to meet my personal trainer to have the work-out plan fixed . 
0," Oh , I've got an idea . Why don't you ask Dad to go with you ? He badly needs some exercise . "
0, Your father is a bit too timid . He even doesn't know how to introduce himself . 
0," He can just say , I'm Benjamin . I'm new and shy . "
0," Girl , don't make fun of your Daddy . But I can introduce him to my personal trainer . Maybe one day he will be a fitness freak instead of a cough potato . "
0, Who knows ! 
0,"Look , Bob . This is a photograph I took during my trip to Australia . "
0," Let me see it , can I ? This is a good photograph . Who are these people ? "
0, They ’ re people I met during the trip . That ’ s the ship we traveled on . 
0, What a beautiful ship ! Who ’ s this ? 
0, That ’ s the man I told you about . Remember ? 
0, Ah yes . The one who offered you a job in Australia . 
0, That ’ s right . 
0, Who ’ s this ? 
0, Guess ! 
0," It ’ s not you , is it ? "
0," That ’ s right . I grew a beard during the trip , but I shaved it off when I came home . "
0, Why did you shave it off ? 
0, My wife didn ’ t like it ! 
0,"Hey , Jack ! Is Jenny coming with us ? "
0, Yes . Why ? 
0, Nothing . I am just asking . 
0," Just asking ? ! Why is your face burning like mad ? Ah-huh , someone has a crush on Jenny , doesn't he ? "
0, Who has a crush ? 
0," Come on , Ted ! Don't be such a chicken . If you like her , you ’ Ve got to tell her . Maybe she likes you . "
0," Well , I don't have the guts to ask her out . "
0, What are you so afraid of ? Just tell her what you are feeling about her . 
0, I ’ d totally die if she turned me down . 
0," But that's better than keeping everything to yourself . You ’ Ve got to let her know . Come on ! You ’ Ve got to take a chance . Even though you are rejected , it ’ s not the end of the world . There ’ s nothing to lose , is there ? "
0," I don't know .. Well , maybe you are right , but how am I gonna tell her ? "
0,Susan has got the cancer of stomach . 
6, How terrible ! This is quite unexpected ! 
0," Yesterday when I went to hospital to see her , you cannot imagine how greatly surprised when I saw her . "
0, What happened ? 
0," Because of atomic cocktail and other medicines , all of them have the side effect . she has lost all her hair . "
0,"Shall I punch out for you , Ross ? I am leaving now . "
0," No , thanks . I have got to work overtime . "
0," But today is Friday . You are not going to work overtime on Friday evening , are you ? "
0," Well , I am . I'll have to finish this report for next Monday's meeting . Is Tom coming to pick you up ? "
0, No . We ’ ll meet at my house . He invited my family to spend the weekend with his family at their villa . 
0, That's nice . Where is his villa ? 
0," It's not his villa , but his father's . I think it's somewhere in Florida . I am not sure myself . "
0, Sometimes I envy you a lot . Tom is a good guy . 
0, Come on . You just haven ’ t met the right person and I think that you work too much . You should learn how to entertain yourself and enjoy life . 
0," I know , but I am a work maniac . "
0," Well , suit yourself . I've got to run now . "
4, Have a nice weekend . 
0," You too . Oh , I forgot to tell you one thing . A girl called this afternoon . She said she was your ex-girlfriend . She wanted you to call her back . "
0, Did she mention anything else ? 
0," No , nothing else . See you Monday . "
0, See you . 
0,Are we going to have gym class tomorrow ? 
0, Are you crazy ? Tomorrow's Saturday . 
0, Sometimes I forget that we don't have school on Saturdays . 
0, Americans also don't go to work on Saturdays . 
0, So there are only five working days in a week ? 
0, Right . What are you going to do tonight ? 
0, I'm going to study . 
0, On a Friday night ? 
0," Well , I need to polish up my English . "
4,Thanks a million . 
4, Don't mention it . 
0,"Jacob , are you interested in helping me out and going on a blind date with a friend of mine ? "
0, That depends . What does she look like ? 
0," Well , she's got a beautiful face and long curly red hair . "
0, How tall is she ? 
0," She's fairly tall , maybe 2 inches taller than me . "
0, Is she chubby ? 
0, Not at all . She's actually very athletic . 
0, It sounds like she's pretty good-looking . Does she wear glasses ? 
0," No , but she does wear contact lenses . "
0, How's her skin ? 
0, She's got a gorgeous complexion with a few freckles on her nose . 
0, Does she have any piercings or tattoos ? 
0," I think she has her ears pierced and she definitely has a few tattoos , one on her lower back , one on her neck , and one on her left foot . "
0, What's the tattoo on her foot like ? 
0, It's a butterfly---everyone in her family has one . 
0, Even her mother ? 
0," Yes , even her mother . "
0, What's her personality like ? 
0, She's a lot like me . 
0, So there is something wrong with her ! It was beginning to sound like she was too good to be true ! 
0,"Good morning , Jason . How did you sleep ? "
4," Pretty well , thanks . Still feeling the effects of jet lag a bit , but last night I got at lease six hours of rest . "
4," Great ! So , are you ready for a full day of shopping ? "
0, Yep . Let's do it . I'm pretty excited ! 
0, I know a place that should be perfect . It's called the China Friendship Shopping Center and it's pretty much like an American mall - except with more variety . You can even buy a live chicken there if you want . 
0," Live chicken ? Thanks , but no thanks . So ... tell me about bargaining . How can I do it like a local ? "
0," Well . I'll be honest and say you'll never be as good at bargaining as a local person . You're a foreigner and the sellers can see that . But ... if you're smart , you can get bargains that are not too far away from the local price . "
4, Cool ! Teach me ! 
0," For starters , you want to do a lot of scouting first . You've got to know what things cost . "
0," Someone told me to go to a convenience store and see how much a soft drink or a tube of toothpaste costs . The idea is that by comparing the prices of those items , you can figure out the relative prices of everything else . "
0, That could be helpful . But when you go into a shopping center ... prices become very flexible . You have to be able to read the market . 
0,I ’ m so relieved that your ankle wasn ’ t broken ! I feel just awful about this whole thing . I wanna make it up to you . Let me take you out to dinner tonight . My treat . 
0, That sounds great ! I ’ d love to ! Here is my address . Pick me up at eight ? 
0, Perfect ! 
4," Thank you for such a lovely evening ! The food was amazing , and I had a great time . "
4, Me too.You look so beautiful tonight ! I wish this night would never end.There ’ s something I have to tell you ... 
0, What is it ? 
4," I woke up today thinking this would be just like any other ordinary day , but I was wrong . A twist of fate brought us together . I crashed into your life and you into mine , and this may sound crazy , but I ’ m falling in love with you , Veronica . "
0,"Hey , you ’ re early ! Where ’ s everyone ? "
0, Well ... I told them not to come . I made a reservation just for the two of us . I thought we could have an quiet evening all to ourselves . 
0, Oh ... why ? 
0," Jennifer , there ’ s something I wanna ask you . "
0, Sure . What is it ? 
0," Hmm ... okay , here ’ s the thing . I ’ Ve always seen you as more than just a friend , and I can ’ t take it any more . I know you better than anyone , I know the pros and cons of your personality , I even know what side of the bed is yours ! I think we would be great together , don ’ t you ? "
6, Are you serious ? We ’ Ve been friends for years ! We can ’ t just change that overnight ! 
0," I know ! I never had the guts to tell you ... until today . So , what do you say ? Are you willing to give me a shot ? "
0, I ... I ... 
0,"How do you usually spend your time , now that you ’ Ve retired ? "
0," Well , I nearly always get up at dawn . I don ’ t like sleeping in late . The days are longer in summer than in winter , so I get up in summer . I usually do some exercise when I get up . "
0, What do you have for breakfast ? 
0," I usually have cereal , but sometimes I cook a traditional English breakfast . "
4, that sounds nice . How do you spend your mornings ? 
0, I usually do housework in mornings . I go shopping occasionally . I like to do all my shopping in one bag trip to the supermarket . I always drive to the big supermarket in the city center . It takes about 20 minutes to drive there . 
0, How do you spend your afternoons ? 
0," I usually meet some friends and we play sports together or I might spend some time alone on my hobbies . I spend winter evening watching tv , but I spend summer evening at cultural events if I have time . "
0,What do you think of being a secretary ? 
0, I'm not at all keen on that sort of job.It makes me crazy . 
0, How come ? 
0, You have to type all day . 
0,"Hey . Steven . You have a large chunk of money , but why do you still live in the old flat , instead of buying a new villa ? "
0, I like to live here and enjoy my neighbors ' company . And I don't think I should waste money just because I have much of it . 
0, But I found you always hate to part with your money . Look at the car you drive ; it's such a junker ! 
0," Oh , the car is old but still in good condition . I just think we should be thrifty , whether you are rich or not . "
0, But ... But ... 
0," But what ? Just remember that thrift is not only a great virtue , but also a great revenue . "
0, Maybe you are right . 
0,"Judy , have you ever made out how much money shall we spend ? "
0," Oh , yeah . The total amount is no less than 13,000 RIB , according to our itinerary . "
6, What ? That's too much . 
0," Sit down . I'll show you the list of our financial budget . First of all , it is nearly 4,000 RIB that we should spend in transportation . "
0," Ah , the transportation fee always takes a great part in the budget . "
0," Then we must pay a large amount of money for the hotel . But if we want to save money , we can choose a hotel which is not so good . "
0," Hmm , what I'm fearful of is that the accommodation will also deteriorate once we choose a cheaper hotel . "
0," In that case , we can choose the Youth Hotel . It's a good choice , clean and economic . "
0,"Julia , what do you think of the network ? "
0," Network is omnipresent nowadays . It's quite convenient for people . You see , we can download music and information from the Internet ; I can study from it , too . And the most of all , we can compose , send , and receive e-mails . "
0," Yeah , you are right . Internet makes our lives easier . But it's a two-blade sword . "
0, What do you mean ? 
0," I mean Internet brings benefit a lot , but also some disadvantages . For example , many youngsters are addicted to the games and they neglect their study ; or some bad guys steal people's money online , etc . "
0," I agree . But I think although it has some negative effects , on the whole Internet does more good to us than harm . "
0," Yeah , you are right . But we have to know how to make good use of it . "
0,I'm tired . 
0," Well , you've been working on this assignment for five hours . "
0," Yeah , I need to take a break . "
0,Where are you going ? 
0, I'll accompany my wife to the hospital . 
0, What's wrong with her . 
4, She is expecting . 
4, Congratulations to you . 
4, Thank you . 
0,"Hi , I ’ m Susan.What ’ s your name , please ? "
0," My name is Zhang Ming.Nice to meet you , Susan . "
0, Where do you come from ? 
0, I come from China.Are you American ? 
0," Yeah , that ’ s right.SO what are you studying ? "
0, Business management 
0, That sounds interesting . 
0,"Hi , Alex . How are you doing ? "
0," Just fine , Karen . I ’ m just taking a breather from all this paper work ! "
0, I know the feeling . I ’ m calling to let you know about this new Italian place I found . It ’ s right around the corner . 
0, I ’ ll have to try it . You know how I am about Italian food ! What ’ s the name ? 
0,Have you figured out where you want to transfer to ? 
0, I can ’ t think of where to go . 
0, Where would you like to go to school ? 
0, I really don ’ t know . 
0, You can ’ t think of anything ? 
0, I really like where I ’ m at now . 
0," So , why don ’ t you just stay here ? "
0, That may be what I ’ m going to do . 
0, It ’ s a perfectly good school . 
0, You ’ re absolutely right . 
0, Do you know what you ’ re going to do now ? 
0, I ’ m just going to stay at PCC . 
4,Those guys thought they would never lose . But we finally beat them . And look at them crying now . 
0," The bigger they are , the harder they fall . "
0,I can ’ t believe the cost of apartments in New York City . 
0," Oh , you didn ’ t know that apartments here are considered valuable , even if they are small and crowded ? "
0," Of course I had heard about that , but now I know how expensive it is to rent a place here . "
0, I don ’ t mind paying high rent to live in New York . 
0, Why ? You pay so much for such a tiny space to live . 
4," Yeah , but so what ! I ’ m proud to live in the world ’ s most exciting city . And , the salaries here are the highest in the nation , too . "
4,You see that chick over there ? 
0, The one in the red shirt ? 
4, Yeah . Isn't she hot ? 
0, She's alright . 
4, Just alright ? ! ? She's hot ! 
0, Why don't you go talk to her ? 
0, You think she's out of my league ? 
0, Hell no ! You're just a chicken that's all . 
0, C'mon . I get nervous when I talk to girls . 
0," Why don't you go stand next to her for a while and if an opportunity comes up , strike a conversation . "
0, What do I talk about ? 
0, It doesn't matter . You gotta find what she's interested in and go with that . 
0, I don't know ... 
0, Do you want me to go talk to her ? 
0, No . Stay away from her . 
0," If you don't do anything , I'll bet somebody else will . "
0, Ok already . I'll try . 
0,How about a movie tonight ? 
0, It doesn ’ t matter to me . 
0, Does 7 o'clock suit you ? 
0, Either way . I don ’ t care . 
0, How about a snack after work ? 
0, I couldn ’ t careless . 
0, Would you rather stay home ? 
0, Whatever you say . 
0, Are you really interested in doing something ? 
0, I don ’ t mind if you want to . 
0,Have you ever played Making ? 
0," Not really , but I know it is very popular a traditional Chinese gambling game . "
0," Yes , some friends play it all day , all night , and sometimes a whole weekend . I tried to read about some basic rules online , but it is hard to understand . So I went to watch people play yesterday only to find I was even more confused . I think I have to work hard on those rules and more learning by doing . Practice makes the master . "
4," Typical Francis , whether you are at work , or engaged in leisure time activities , you always show the same eagerness and curiosity to learn something new and improve yourself . "
4, It is important to keep your mind up-to-date and active . 
4,"Thank you for showing me your offices , Mr . Becker . I can see why Washington bureaucrats enjoy their jobs . "
0, Why do you say that ? 
4," The city is beautiful , the off ... , the offices are modern and comfortable , and the work is so interesting . "
0, Many people work for the federal government their entire adult lives . Government service can be a rewarding and secure career . 
0, Do you mean financially rewarding ? 
0," Well , many positions pay salaries that are comparable to those in private industries . "
0, I ’ Ve always thought that most bureaucrats are lazy . 
0," Sometimes that ’ s true , but not usually . Most feds are honest , hard-working professionals . It ’ s hard to keep highly trained people , so the pay and working conditions have to be attractive . "
0, How much do you make ? 
0," I ’ m a GS - 15 . That ’ s high on the scale of workers , but even a GS - 1 is paid a living wage . "
0,Do you have any idea for this vacation ? 
0, Why don't we spend this vacation earning our tuition ? 
0," Oh , yeah , let's try to find some jobs . "
0, OK . 
0,Is this Mr.Smith ' s residence ? 
0," Yes , it is . "
0, My name is Paul.Is Mr.Smith in ? 
0," Yes , he is . "
0,"Mary , how was your date with John ? "
4, It ’ s OK . It seems we have a lot in common . 
6," Oh , really ? That is great news . What does he look like ? "
4," He is tall and slim , fair-haired . "
4, Sounds like he is pretty cute . What do you think of him ? 
4, He is a nice guy and very considerate . I am impressed with how smart and humorous . 
4," Oh , it ’ s love at first sight . "
0,"So click here , then up to the top . "
0, Er ... Hum ... Got it . 
0," Then open that window.Yeah , that one . "
0, Right ! 
0, And that's it . You're done . 
0, I see what you mean . That was pretty easy after all . 
0,"Sam , we are hard up for the everyday expenses . When can you find a job . "
0," I'm looking for it , but you see , the market shard for jobs , too . "
0," You liar , I saw you again in the inn . I bet you don't want to work at all . "
0,I immigrated here last year . 
0, What do you do ? 
0, I am an engineer in a mechanized farm . 
0,I really should be on my way . 
0," Oh , not yet . At least have one for the road . "
0," No , thanks all the same . "
0," Well , I am sorry you have to leave so early . "
4, Thank you very much . We really had a good time . 
4, Well . Thank you for coming . 
0, So see you . 
0, Bye . 
0,I hear your daughter graduated from high school as the valedictorian . 
0, Thank you . 
0, Where is she going to college ? 
0, She has been admitted to Yale with a scholarship . 
6, Really ? That's the icing on the cake . Congratulation again ! 
0, Thank you . 
0,Hey Jackie . What are you doing ? 
0, Nothing much . I'm just relaxing today . Why ? What's going on ? 
0, I was thinking about heading to the mall . Do you want to go ? 
0, Are they having a sale ? 
0, Yeah . Both Bon and Nordstrom's is having there annual sale . It's a great time to buy some clothes you've been holding out on . 
4, That sounds great . Where should we meet ? 
0, I'll meet you in front of Nordstrom's in 30 minutes . 
4, Sounds good . See you there . 
0, What do you think about these shoes ? 
4, They're cute . But do you think you'll wear them much ? 
0, No . Not really . 
0, This sweater is so pretty . I love the low neck design . 
0, I bet it's expensive . 
0, It's on sale for $ 80 . What do you think ? Should I try it on ? 
0, For 80 bucks it looks great . Go try it on . 
4,"It ’ s so relaxing , taking a walk in the country . The air is so fresh and clean . "
0, Would you like to live in the country ? I ’ m not sure I ’ d like it . 
0," I can see a lot of advantage and disadvantage . The problem is that , for me , each advantage has its own disadvantage . "
0, What do you mean ? 
0," Well , I hate the noise in the city , but I love being around lost of people . The problem is that you can ’ t have lots of people and have peace and quiet . The tow just don ’ t go together . "
0," I see what you mean . I love being far away from a city , but I hate being so far away department stores and sports facilities . "
0," People can ’ t have it both ways . If you live in the country , it is often less convenient . If you live in a city , it is noisy , buy there ’ s more to do . "
0," I would love to be surrounded by hills and streams . They ’ re so much better to look at than concrete , rows of parked cars and tall buildings . "
0," I would love to hear the birds singing and feel the fresh breeze on my face . When the wind blows in the city , you get dust in your mouth and in your eyes . "
4, The view from the hill is so beautiful and relaxing . There ’ s so sign of pollution . The village looks so peaceful . 
0, Just remember that in that village there ’ s nothing to do . There ’ s not even a pub or restaurant . There ’ s just one small shop with a poor selection of goods . 
0, You ’ re right . I would have to travel to the city at least once a week to go shopping and see friends . I would hate living in the country ! 
0,I want to leave the motorbike outdoors . 
0," Fine , just don't do it at night . "
0, Why not ? 
0, The cold weather will damage the engine . 
0,You want to go with him ? 
0, Yes ? 
0, Then you must be off your head . He is a real bastard . 
0,how's it going ? 
0," I'm in a really good mood , actually . How about you ? "
1," to be honest , I'm a bit fed up . "
0, what's wrong ? 
1," well , my boyfriend was supposed to call me last night , but he never did . "
0, that's too bad . I'm sure there's a logical explanation for it . Don't be too upset about it . 
1," the thing is , this isn't the first time he's promised to do something and then didn't . "
0, I see how that can get a bit annoying . 
1, a bit ? I'm extremely annoyed that he didn't phone me when he promised me that he would ! He's such a liar . 
0, so what are you going to do about it ? 
0," I don't know . I've got mixed feelings about it . On the one hand , I really want to end it with him , but on the other hand , I don't want to be without him . "
0, what do you think would make you happier ? 
0," in the long run , I think breaking up with him would make me much happier , but I know that I'll be depressed about it for a few weeks first . "
0, relationships can be confusing sometimes . 
0, what would you do if you were me ? 
0, I'd call him and dump him now ! You deserve better than him ! 
0,Our philosophy teacher is very humorous . 
0, I usually have the wrong notion that he's very serious . 
0," No , not at all.The examples he gives are very interesting . "
0," No wonder when I pass your room , I always hear your laughter . "
0,Bonjour ! 
0, What ? 
0," I said , Bonjour ! "
0," What ’ s wrong with you , Ted ? "
0, I ’ m speaking French . Don ’ t you know anything ? 
0, What ’ s wrong with speaking English ? 
0," Well , I just got back from my language school . We have to speak French all day there . No English allowed ! "
0, What are you doing that for ? 
0, I ’ m trying to learn new skills . It makes me more qualified for a good job . 
0, Good for you . 
0,"What have you been up to , Johnny ? "
0," You know-sweeping , scrubbing , washing , drying , waxing , polishing ... "
0," Wow , your grandma's really having a field day with you , huh ? "
0, You got that right ... and my mom's still mad about what we did with the dishes . 
0," You have all the fun , don't you ? "
0," Listen , I'd better get back to the grindstone . "
0," Sure thing , Johnny . Watch out for dishpan hands there , kid ! "
3,I'm scared that she might not come back . 
0," No , I don't think she's that strong-minded . "
3, But she took her luggage away with her . 
0, She will be back soon.You can wait and see . 
0,What time do you have ? 
0, A quarter past five . 
0, I must be off now . I'm pressed for time . 
0, See you . 
4,"I really enjoyed tonight's party . Thank you , Sarah . "
4," You're welcome , Bob . It was nice meeting you . "
4," Nice meeting you , too . "
0,My eyes water continuously . Why ? 
0, Perhaps because of the dirty air . 
0, What is there in the air ? 
0, Some poisonous gas . 
0, I can't believe that the air in this city is so dirty . 
2, Yes . I think I won't come here again next time . 
0, So do I . 
2, We waste a vacation . 
0, Maybe you are right . 
0,Who did the stupid thing ? 
0, Maybe it was Dick . 
0, I don't think so . Dick has been on the ball and he never does things like that . 
0, Then it must be a naughty boy who did it . 
4,"Rose , the weekend is coming . Let's discuss what we will do . "
4, What about going to the zoo on Saturday and to the park on Sunday ? 
4, Sounds good . But on Saturday there's a football final . 
0," Then , what shall we do on Sunday . "
4, Let me see . We can visit the country . We haven't done that for such a long time . 
4," Good idea . I'll go shopping in one of the department stores nearby . We'll go to the zoo and the park another time . After all , we can put that off . "
4, OK . 
0,I haven ’ t met Bob for years . How is he ? 
0, He has been keeping bach after divorce . 
0, He would have recovered from the stress and got married again . 
0," Once bitten , twice shy . He said he would rather keep bach than to live in disgust . "
0,"Daniel , have you ever heard about the wildlife sanctuary ? "
0, Is that different from this kind of zoo ? 
0," Yes , of course . "
0, So tell me about it ! 
0," There are a lot of wild animals in that place , and also some special rules while visiting . "
0, Special rules ? 
0," There , you only have two ways for visiting . "
0, Details ? 
0," On their bus or in your own cars , and you won't be allowed to get off the bus until you reach the special region . "
0, Why not ? 
0, Because it is dangerous to get out of the car or bus . You can just imagine how fierce the wild animals can be . 
0, That makes sense . But that sounds interesting . Is there one in Beijing too ? 
0, Yes . 
0, I prefer to go there next time . 
0," Yeah , sure , you won't be disappointed . "
0,What subject do you like best ? 
0, English is my favorite . 
4, No wonder your English is so good . 
4, Thank you . 
0,Has the chief accepted our plan ? 
0, Not yet . I guess we should send Jim along to talk to the chief since he is such an apple polisher . I am sure he can help . 
0, Let ’ s have a try . 
4,What are you doing there with your mobile phone ? 
4, I'm moblogging ! 
6, Moblogging ? what does that mean ? 
4," Oh , moblogging is a combination of the word ' mobile ' and ' blogging ' . It's another form of blogging . Users can publish blog entries to the web from a mobile phone or other mobile devices . "
4, Sounds interesting ! That must be very convenient . 
4," Yes , you're right . I can blog wherever and whenever I'm on the move . It's especially good when I'm on a business trip and my laptop happens to be away from me . "
4, How can you do that ? 
4," Well , if I simply want to write a few words , I'll send it by email or edit it all from the cell phone browser . "
4, What if you want to publish some photos ? 
4," Then I'll shoot some pictures , re-size the images and upload them with text descriptions to my blog . "
4, I see . Moblogging must have done a great favor for habitual bloggers like you . 
4, You bet it ! 
4,Wow . Look how polite your son has become . 
4," Yes . We had a big talk with him , and he has really turned over a new leaf . "
0,I don't think much of the film . 
0, But I think it wasn't too bad . 
6, Really ? Do you like the story ? It's sheer nonsense ! 
0, It's exaggerated . Actually this sort of thing happens to everyone . 
0,"Excuse me , can you suggest a good book for me to read ? "
0," Yes , they are all on the shelf . "
0, Do you have an English-Chinese dictionary ? 
0, Yes . Here you are . 
0,"So , Karen , what do you do in your free time ? "
0," Well , I like to play the piano . "
6, Really ? How long have you been playing piano ? 
0," About 18 years , I started learning when I was a kid . "
0, That ’ s really interesting . you have to play for me some time . 
0," Sure , so , what about you ? Do you have any hobbies ? "
0," Well , I collect beer mats . I ’ m not sure that counts , though . "
0,Why are you laughing ? 
0, I can't help it . 
0,"Well , how was your honeymoon ? "
4," It was fantastic ! We had such a good time . The only problem was that because it was their high season , we spent hours queuing . "
4, Peak periods always entail hours of queuing . At least you got a nice tan though ! 
4," Yes , Florida had great weather while we were there . You look tan , too . Did you go somewhere ? "
4, My friends and I just got back from Bali . 
4," Wow ! Bali Islands have some of the best beaches in the world , don't they ? "
4," Yes , we were lucky . My friend's father owns a resort on one of the islands , so we were able to stay for free . "
0, Did you go diving while you were there ? 
0," I took a few diving classes , but I didn't really like it , so I did snorkeling instead ! "
0, Did you take any pictures in the ocean ? 
4, I've got quite a few pictures of all different kinds of fish . I'll show them to you next time I see you . 
4, Have you started planning your christmas vacation yet ? 
4, We're planning on going skiing in Switzerland . Do you ski ? 
4," No , but I do like snowboarding . "
4, Would you like to go skiing with us for christmas ? 
4, I'll talk to my husband about it ; I'm sure he'll say yes ! He loves Switzerland ! 
4, It is Europe's spotless land of lakes and mountains ! Let me know as soon as you can so we can get a discount . 
0,I guess I'd better go now . 
0, I've got to be going now too . 
4," In that case , I'll be seeing you . "
4, See you later . 
0,I ’ Ve just take out an insurance policy . Are you insured ? 
0," Yes , I am . I have life insurance and my home and its contents are also insured . "
0, I took out a life insurance policy and make my wife beneficiary . 
4, That ’ s a good idea . You are a fireman and it can be a dangerous job . 
0, I need to make sure that my wife will be financially secure if I die . 
0, I can terminate my life insurance policy when I retire and use the money as a pension . 
0, That ’ s one of the conditions of my policy too . It covers you if you die before you retire and when you retire . 
0, Did you have to take a medical before you could take out the policy ? 
0," Yes , I did . It was one of the conditions of the insurance policy . The insurance company need to assess the risk . "
0,"You look pale , Paul.What ' s wrong ? "
0, I've got a headache . 
0, I'm sorry to hear that.Anything I can do for you ? 
0," No , thank you . I'll take an aspirin and see how it goes . "
0,I can't decide whether to go to university or to get a job . 
0," Well , if I were you , I'd go on studying . "
0, But I don't even know what to study . 
0," If I had chance again , I'd major in English . You're good at language . "
0, That's what my parents want me to do . 
0, You should take their advice . They know what's best for you . 
0," But my friends will have jobs and lots of fun , while I spend all my time doing reading and writing . "
0," But if you go to university , you'll still have time for fun . "
0," Hm , what you say makes sense . But you know , I still have to ask my parents for pocket money , and I hate to do so at this age . "
0," And if you try to find a part-time job , you'll have some money too . "
4, You're right . Thank you for the advice . 
0,"Let's program your courses , since you have had English literature , you should take American literature and American prose and fiction . You transcript indicate that your english background is strong , so I don't think you have any problem with it . "
0, How many credits for each course ? 
0," Three , you also should take two three-credit-course in education department . "
0," Thank you , sir , I'm sure I will . "
0,You mean it shuts off to save energy ? 
0," Yep . And it breathes , see ! "
0, It's not breathing ! 
4," Yes , it is . Look at the little light ! It blinks off and on . "
0," Jen , it's not alive ... but it does look user-friendly . "
4, I would look so cool carrying this around ! 
0,The art critic from the daily chronicle doesn ’ t think much of the max oreo exhibition . He says that the artwork is uninspiring and old fashioned . 
6, Really ? I thought the exhibition showed that he had real talent . What did you think of it ? 
0," I liked it . I didn ’ t think his works were masterpieces , but the certainly weren ’ t uninspiring , in my opinion . "
0, I don ’ t think I ’ Ve ever read a good review of an exhibition by that critic . He doesn ’ t seem to like anything . Which kinds of paintings do you prefer ? 
0," I like landscapes and still life . You prefer abstract paintings , don ’ t you ? "
0," Yes , I do . I like painters who use rather than watercolors . The colors appear richer . What do you think ? "
0," I agree . I prefer oils too . I collect landscapes , but I only have a small collection . You have a small collection of abstract art , don ’ t you ? "
0," Yes . Good artwork is very expensive nowadays . When I was in china , I bought some calligraphy by famous artists . You should come and see it sometime . "
4, That would be nice . Can you read the characters ? 
0, I know what the characters on the paintings mean . I think Chinese characters look very artistic . It ’ s said that the way they are written can give insight into the artist ’ s character . 
0, I think that ’ s true with any of the fine arts . 
0,What do you like to do in your spare time ? 
0, I like taking photos . 
6, Really ? 
4," Yes , look at the photos I took . "
4, They are beautiful . You did a good job . 
4, Thank you for saying so . 
4," As a matter of fact , you are really a terrific photographer . "
0,"It's quite cold this early morning , isn't it ? "
0," Yeah . It's already December , you know . "
0," Time sure flies , doesn't it ? "
0,How did you know ? 
0, It was a kind of sixth sense . 
0, Does it happen often ? 
0, No . 
0,Paul failed again . 
0, He'll never do well in mathematics . 
0, How can we help him ? 
0," Well , I can't help . "
0,"Hi , Elvin . How are the new programmers I got for you ? "
1, Stay away from me . 
0, Are you still mad about your nose ? How is it ? 
1," I'm serious , Zina . Back off . I have a bottle of pepper spray in my pocket . "
0," That won't be necessary , Elvin . Look , I want to apologize for your nose . I'm sorry . "
1, Why are you being so nice to me ? Don't think for a second that I trust you . 
0,I'm afraid I've got to go . I have another appointment at five . 
0," Do you ? By the way , could you mail this letter for me as you go through the lobby ? "
4, No problem . 
4, Thank you . Come back to my office at the same time tomorrow . I'll have the pictures ready by then . 
4, I will . 
0,Are you a smoker ? 
0," Yes , I'm afraid I am . My husband is a smoker too . "
0, Would you describe yourself as being a heavy smoker ? 
0," No , but my husband smokes twenty or more a day . "
0, When did you begin to smoke ? 
0, I had my first cigarette when I was seventeen . 
0, Might I ask if you have tried to give up smoking ? 
0," Yes , twice . "
0,Hey man ! How ’ s it hanging ? 
0, Hey man ! Everything is just groovy baby ! 
0," Did you go to the roller rink on Saturday ? I heard it was far out , man ! "
0," I wanted to , but I ran into this foxy lady that just moved to my block ! I was chatting her up a bit and then we mellowed out at her place . "
0," Right on , right on ! Well , Jim went to the rink with Sherry and he said it was dy-no-mite ! He was low on bread , but Sherry paid for everything . "
0," Gravy ! Jim is such a jive turkey man . He is always hitting me up for cash . Anyway , you wanna book and go grab some grub ? "
0," Yeah man , I ’ m starving ! "
0,Are you a newcomer ? 
0," Yeah , this is my first visit here . "
0," You speak good English , though . "
0," Thanks , but I speak English with a strong German accent . "
0," But let me tell you , you're doing just fine . I couldn't do half as well as you do when I was learning German.By the way , how long have you been learning English ? "
0," On and off , for quite a few years . "
4,That's a very nice pair of glasses . 
0, Does it really look OK ? 
4," Yes , and I like the color too . It matches your eyes . "
0, And I got it on sale . 
6, That's incredible ! 
0,I want to take Shield on a date but I don't have much money . 
0, What does she like to do ? 
0," She likes to golf , dance , and eat foreign food . "
0, Hmm . Sounds like she has pretty pricey tastes . 
0," Well , I really like being with her . "
0, Have you thought about going Dutch ? 
0," Dutch , where's that ? "
0," Not where , what . Dutch means you both pay your own way . "
0, Oh . I wonder if she'll go for that . 
0,Do you know his sister ? 
0," Her name is Laura , isn't it ? "
0, That's right . 
0, How old is she ? 
